,Address,City,Zip Code,Price,sqft,# of Beds,# of Baths
1676,4006 Bucknell Drive,Garland,75042,240000,,3.0,2.0
1677,2906 Branch Oaks Drive,Garland,75043,255000,,4.0,2.0
1678,4506 Cornell Drive,Garland,75042,279000,,3.0,2.0
1679,1517 Danbury Drive,Garland,75040,289900,,4.0,3.0
1680,2722 Princewood Drive,Garland,75040,295900,,4.0,2.0
1681,2209 Villawood Lane,Garland,75040,319000,,4.0,3.0
1682,5518 Juniper Drive,Garland,75043,345588,,3.0,2.0
1683,5018 Hidden Creek Road,Garland,75043,360000,,4.0,3.0
1684,1822 Mcclary Street,Garland,75040,379900,,3.0,3.0
1685,2725 Winding Oak Trail,Garland,75044,439000,,4.0,3.0
1686,1514 Summit Ridge Drive,Garland,75043,629900,,5.0,4.0
1687,5714 Marina Drive,Garland,75043,79900,,2.0,2.0
1688,904 Sycamore Drive,Garland,75041,209900,,3.0,1.0
1689,4333 Hanover Drive,Garland,75042,230000,,3.0,2.0
1690,4134 Greenway Drive,Garland,75041,235000,,3.0,2.0
1691,2617 Brookcrest Drive,Garland,75040,249000,,3.0,3.0
1692,2006 Mill Creek Road,Garland,75044,269995,,4.0,2.0
1693,2226 Country Valley Road,Garland,75041,270000,,4.0,3.0
1694,1706 Hill Creek Drive,Garland,75043,350000,,4.0,3.0
1695,2514 Ivanridge Circle,Garland,75044,375000,,4.0,2.0
1696,1513 Surrey Court,Garland,75043,399000,,5.0,4.0
1697,2806 Knightsbridge Lane,Garland,75043,399997,,4.0,4.0
1698,2013 Lake Front Trail,Garland,75043,428000,,4.0,3.0
1699,1818 Country Club Circle,Garland,75043,490000,,4.0,3.0
1700,1320 Stonecreek Court,Garland,75043,695000,,5.0,5.0
1701,315 Glenfield Drive,Garland,75040,140000,,3.0,1.0
1702,633 Carriagehouse Lane,Garland,75040,149000,,2.0,2.0
1703,1029 Wakefield Drive,Garland,75040,215000,,2.0,2.0
1704,1113 Larchfield Drive,Garland,75042,225000,,4.0,2.0
1705,3833 Commonwealth Drive,Garland,75043,250000,,4.0,2.0
1706,117 Camelia Street,Garland,75043,347900,,3.0,2.0
1707,1714 Lynn Drive,Garland,75040,169000,,3.0,2.0
1708,506 Henderson Circle,Garland,75040,194900,,4.0,1.0
1709,117 Sunflower Drive,Garland,75041,219900,,3.0,2.0
1710,1605 Dent Street,Garland,75042,229900,,3.0,2.0
1711,713 Worcester Lane,Garland,75040,229900,,4.0,2.0
1712,3034 Hillsdale Lane,Garland,75042,245000,,4.0,3.0
1713,3614 BOXWOOD Drive,Garland,75040,260000,,3.0,3.0
1714,3234 Embercrest Lane,Garland,75044,260000,,3.0,2.0
1715,6301 Galaxie Road,Garland,75044,318000,,3.0,2.0
1716,106 Lake Forest Court,Garland,75044,336000,,4.0,2.0
1717,4406 Carlton Drive,Garland,75043,345000,,4.0,3.0
1718,3146 Grand Bay Drive,Garland,75040,349900,,3.0,2.0
1719,1916 Lake Front Trail,Garland,75043,389000,,5.0,4.0
1720,4309 Exeter Drive,Garland,75043,429000,,5.0,4.0
1721,133 W Avenue G,Garland,75040,175000,,3.0,1.0
1722,2618 Western Drive,Garland,75042,225000,,3.0,2.0
1723,1314 Deville Circle,Garland,75043,239000,,3.0,3.0
1724,438 Thistle Drive,Garland,75043,239900,,3.0,2.0
1725,2713 Esquire Lane,Garland,75044,249990,,3.0,2.0
1726,2325 Glenbrook Meadows Drive,Garland,75040,274900,,4.0,2.0
1727,741 Baruna Circle,Garland,75043,114900,,2.0,2.0
1728,1330 Colony Drive,Garland,75040,160000,,3.0,2.0
1729,1114 Foxe Basin Drive,Garland,75040,235000,,3.0,2.0
1730,2914 Shenandoah Drive,Garland,75042,250000,,3.0,2.0
1731,3921 Douglas Drive,Garland,75041,265000,,4.0,3.0
1732,1705 Meridian Way,Garland,75040,215000,,3.0,2.0
1733,422 Ivy Way,Garland,75043,228900,,3.0,2.0
1734,1221 Phoebe Lane,Garland,75042,250000,,3.0,2.0
1735,1421 Meandering Way,Garland,75040,289999,,3.0,2.0
1736,3421 Crossbow Lane,Garland,75044,305000,,4.0,3.0
1737,3462 Forest Hills Circle,Garland,75044,347000,,3.0,2.0
1738,2106 Shari Lane,Garland,75043,425000,,4.0,4.0
1739,624 Chandler Drive,Garland,75040,135000,,2.0,1.0
1740,1233 Dent Street,Garland,75040,159900,,2.0,1.0
1741,710 Carpenter Drive,Garland,75040,170000,,3.0,2.0
1742,117 E Vista Drive,Garland,75041,175000,,3.0,1.0
1743,2104 Prairie Creek Trail,Garland,75040,199990,,3.0,2.0
1744,3904 Ashville Drive,Garland,75041,233000,,4.0,2.0
1745,1713 Timbercreek Drive,Garland,75042,249900,,3.0,2.0
1746,1013 Greenbriar Drive,Garland,75043,259000,,3.0,2.0
1747,2326 LANCECREST Drive,Garland,75044,260000,,3.0,2.0
1748,5709 Indian Hills Drive,Garland,75044,419500,,5.0,4.0
1749,836 Clarissa Place,Garland,75040,159999,,3.0,3.0
1750,4606 Lawler Road,Garland,75042,178000,,3.0,1.0
1751,4434 Wind River Lane,Garland,75042,185000,,2.0,2.0
1752,2409 Highmont Drive,Garland,75041,210000,,3.0,2.0
1753,3130 Willowbrook Court,Garland,75044,220000,,2.0,2.0
1754,3102 O Henry Drive,Garland,75042,230000,,4.0,2.0
1755,617 Prescott DR,Garland,75041,234999,,3.0,2.0
1756,805 Hillcrest Drive,Garland,75040,235000,,4.0,2.0
1757,708 Cedar Cove Drive,Garland,75040,344999,,3.0,3.0
1758,2105 River Canyon Lane,Garland,75041,389000,,5.0,4.0
1759,2446 Chesterfield Road,Garland,75043,399000,,3.0,4.0
1760,3931 N Garland Avenue,Garland,75040,123000,,2.0,2.0
1761,2027 Court Place,Garland,75041,165000,,3.0,2.0
1762,3129 Willowbrook Court,Garland,75044,199999,,3.0,3.0
1763,2502 Patricia Lane,Garland,75041,232900,,3.0,2.0
1764,3238 Knights Haven Lane,Garland,75044,238900,,3.0,2.0
1765,4229 Burning Tree Lane,Garland,75042,250000,,3.0,3.0
1766,513 Willowcrest Drive,Garland,75040,259900,,3.0,2.0
1767,4501 Baskerville Drive,Garland,75043,260000,,3.0,2.0
1768,1821 Homestead Place,Garland,75044,263000,,3.0,2.0
1769,3705 Berrywood Circle,Garland,75040,274999,,4.0,2.0
1770,2514 Rodeo Court,Garland,75044,287900,,4.0,2.0
1771,1310 GENOA Circle,Garland,75040,425000,,4.0,3.0
1772,2837 Beasley Drive,Garland,75041,162600,,3.0,2.0
1773,3614 Edgewood Drive,Garland,75042,174990,,3.0,2.0
1774,1418 Greencove Drive,Garland,75040,190000,,3.0,2.0
1775,5433 Deep Canyon Drive,Garland,75043,230000,,3.0,2.0
1776,1433 Park East Drive,Garland,75043,242900,,4.0,2.0
1777,501 WORCESTER Lane,Garland,75040,245000,,3.0,2.0
1778,5728 Marina Drive,Garland,75043,159000,,2.0,2.0
1779,4213 Mary Jane Lane,Garland,75043,208000,,3.0,2.0
1780,2404 Scotswood Drive,Garland,75041,249000,,3.0,2.0
1781,6403 Eagle Nest Drive,Garland,75044,299000,,3.0,3.0
1782,1010 Lawson Drive,Garland,75042,237500,,4.0,2.0
1783,3403 Aries Drive,Garland,75044,239000,,3.0,3.0
1784,1301 W Walnut ST,Garland,75040,199500,,2.0,1.0
1785,1729 Whiteoak Drive,Garland,75040,204900,,3.0,2.0
1786,1312 Sylvan Drive,Garland,75040,210000,,3.0,1.0
1787,1807 Geary Street,Garland,75043,230000,,3.0,2.0
1788,3505 Ridgemoor Drive,Garland,75044,249000,,3.0,2.0
1789,1109 Quail Drive,Garland,75040,250000,,3.0,2.0
1790,3801 Bellaire Drive,Garland,75040,265000,,4.0,2.0
1791,3217 Flameleaf Street,Garland,75044,269333,,3.0,2.0
1792,2402 EMERSON Drive,Garland,75044,289900,,3.0,2.0
1793,2625 Rochdale Street,Garland,75040,295000,,4.0,3.0
1794,925 Royal Birkdale Drive,Garland,75044,319000,,4.0,3.0
1795,1614 Skyline Drive,Garland,75043,365000,,4.0,4.0
1796,510 Basswood Trail,Garland,75040,450000,,5.0,4.0
1797,4209 Tynes Drive,Garland,75042,239900,,3.0,2.0
1798,3417 Forest Hills Circle,Garland,75044,265000,,3.0,2.0
1799,714 Carpenter Drive,Garland,75040,274900,,3.0,2.0
1800,1421 Bowie Street,Garland,75042,310000,,5.0,2.0
1801,2102 Richbrook Drive,Garland,75044,315000,,4.0,3.0
1802,608 Edgefield Drive,Garland,75040,45000,,3.0,2.0
1803,1018 Beverly Drive,Garland,75040,140000,,4.0,2.0
1804,1110 Wycliff Drive,Garland,75040,159900,,3.0,2.0
1805,840 Holly Drive,Garland,75040,165000,,2.0,1.0
1806,1702 Legend Drive,Garland,75040,205000,,3.0,2.0
1807,1110 Mill River Drive,Garland,75043,239000,,4.0,2.0
1808,1228 ravina,Garland,75041,270000,,5.0,3.0
1809,1506 Turning Leaf Lane,Garland,75040,425000,,4.0,4.0
1810,3809 Whiterock TRL,Garland,75043,225000,,3.0,2.0
1811,5537 Jester Drive,Garland,75044,225900,,3.0,2.0
1812,1325 Meandering Way,Garland,75040,291000,,4.0,3.0
1813,142 Camelia Street,Garland,75043,395900,,4.0,3.0
1814,1106 Lourock Street,Garland,75040,197500,,3.0,2.0
1815,1413 Kingsbridge Drive,Garland,75044,270000,,4.0,2.0
1816,4113 Carrington Drive,Garland,75043,349000,,5.0,4.0
1817,3117 Knightsbridge Lane,Garland,75043,510000,,6.0,4.0
1818,717 Armstrong Drive,Garland,75040,209900,,3.0,2.0
1819,1720 Bardfield Avenue,Garland,75041,235000,,3.0,2.0
1820,1506 Glouchester Drive,Garland,75044,245000,,3.0,2.0
1821,3130 Cross Timbers Lane,Garland,75044,399900,,4.0,3.0
1822,536 Henderson Circle,Garland,75040,179900,,3.0,1.0
1823,1417 Danbury Drive,Garland,75040,240000,,3.0,2.0
1824,1433 Prestonwood Road,Garland,75040,449000,,4.0,3.0
1825,5805 Marvin Loving Drive,Garland,75043,91000,,1.0,1.0
1826,5106 Lakeridge Court,Garland,75043,184900,,2.0,2.0
1827,2814 Hardy Way,Garland,75041,184900,,4.0,2.0
1828,102 Roma Drive,Garland,75041,228900,,4.0,3.0
1829,852 Crockett Street,Garland,75040,235000,,4.0,2.0
1830,3421 Shoreside Drive,Garland,75043,249900,,3.0,2.0
1831,2506 Cresthaven Drive,Garland,75040,335000,,4.0,3.0
1832,1108 Sleepy Hollow Drive,Garland,75043,210000,,3.0,2.0
1833,905 Bradfield Drive,Garland,75042,230000,,4.0,3.0
1834,3314 RIDGE OAK Drive,Garland,75044,295000,,3.0,2.0
1835,3105 Annette Court,Garland,75044,358990,,3.0,3.0
1836,369 Myrtle Beach Drive,Garland,75040,485396,,3.0,3.0
1837,2705 Holm DR,Garland,75041,140000,,2.0,1.0
1838,2705 Holm Drive,Garland,75041,140000,,2.0,1.0
1839,1410 Quail Drive,Garland,75040,210000,,3.0,2.0
1840,3929 Roanoke Drive,Garland,75041,225000,,3.0,2.0
1841,2909 Riviera Drive,Garland,75040,270000,,3.0,2.0
1842,3116 Pebblebrook Court,Garland,75044,229000,,3.0,3.0
1843,6326 McCartney Lane,Garland,75043,235000,,3.0,2.0
1844,1110 Cabana Lane,Garland,75042,293000,,5.0,4.0
1845,1505 Palm Valley Drive,Garland,75043,335000,,4.0,3.0
1846,5906 Marina DR 36,Garland,75043,130000,,2.0,2.0
1847,1005 Foxe Basin Drive,Garland,75040,179000,,3.0,2.0
1848,2940 Pegasus Drive,Garland,75044,179000,,2.0,1.0
1849,2133 Rolling Oak Lane,Garland,75044,399900,,3.0,3.0
1850,2006 Woodnote Lane,Garland,75040,193500,,3.0,2.0
1851,4110 Ashville Drive,Garland,75041,249900,,3.0,2.0
1852,3130 Ripplewood DR,Garland,75044,287000,,3.0,2.0
1853,1125 Gardengate Circle,Garland,75043,304900,,4.0,2.0
1854,3417 Blueridge Lane,Garland,75042,290000,,4.0,2.0
1855,3217 Whatley Drive,Garland,75043,149900,,2.0,2.0
1856,5657 Saddleback Road,Garland,75043,205000,,3.0,2.0
1857,381 Myrtle Beach,Garland,75040,556735,,4.0,3.0
1858,1417 Danbury DR,Garland,75040,240000,,3.0,2.0
1859,1302 Peaceway Drive,Garland,75043,271900,,3.0,2.0
1860,4729 Forrest Springs Cove,Garland,75043,315000,,3.0,3.0
1861,5506 Juniper Drive,Garland,75043,360543,,3.0,2.0
1862,4436 Wind River Lane,Garland,75042,120000,,2.0,2.0
1863,2601 Lakewood Drive,Garland,75042,195000,,3.0,1.0
1864,1633 Dewberry Lane,Garland,75042,303493,,2.0,2.0
1865,1633 Dewberry LN,Garland,75042,303493,,2.0,2.0
1866,413 Peaceful Drive,Garland,75043,214900,,3.0,2.0
1867,4902 Rollingwood Court,Garland,75043,189800,,3.0,3.0
1868,11 Winding Creek Trail,Garland,75043,375000,,3.0,3.0
1869,134 E Kingsley Road,Garland,75041,180000,,3.0,2.0
1870,1637 Dewberry LN,Garland,75042,303521,,2.0,2.0
1871,1642 Greatfield DR,Garland,75042,326690,,2.0,2.0
1872,1000 Cuero Drive,Garland,75040,279000,,4.0,3.0
1873,3313 Enclave Court,Garland,75040,349900,,4.0,3.0
1874,2609 Rockport Circle,Garland,75044,374900,,3.0,3.0
1875,1857 Mcclary Street,Garland,75040,510000,,4.0,4.0
1876,2101 Gemini Drive,Garland,75040,189900,,3.0,2.0
1877,1637 Dewberry Lane,Garland,75042,303521,,2.0,2.0
1878,1114 Intervale,Garland,75043,240000,,3.0,2.0
1879,1418 Glenshire Drive,Garland,75043,354000,,4.0,3.0
1880,425 Brookfield DR,Garland,75040,295000,,3.0,2.0
1881,2817 Country Valley Road,Garland,75043,975000,,7.0,8.0
1882,4041 Salem Drive,Garland,75043,240000,,3.0,2.0
1883,4101 Hillsdale Lane,Garland,75042,250000,,3.0,2.0
1884,1030 Delores Drive,Garland,75040,240000,,3.0,2.0
1885,2226 Villawood Lane,Garland,75040,293000,,3.0,2.0
1886,1714 Indian School Road,Garland,75044,215000,,3.0,2.0
1887,3558 Zion Road,Garland,75043,120000,,3.0,2.0
1888,822 Bandera Lane,Garland,75040,195000,,3.0,2.0
1889,1012 Sylvan Drive,Garland,75040,285114,,4.0,4.0
1890,2818 Woods Lane,Garland,75044,650000,,5.0,5.0
1891,4217 Princeton Drive,Garland,75042,209900,,3.0,2.0
1892,4917 Meadow Vista Place,Garland,75043,394900,,4.0,3.0
1893,4430 Stirling Drive,Garland,75043,345000,,5.0,4.0
1894,5906 Marina Drive,Garland,75043,130000,,2.0,2.0
1895,604 Eastern Star Drive,Garland,75040,145000,,3.0,2.0
1896,1649 Goodfield Lane,Garland,75042,458155,,3.0,3.0
1897,417 Perdido Drive,Garland,75043,270000,,3.0,2.0
1898,1630 Dewberry Lane,Garland,75042,301025,,2.0,2.0
1899,1630 Dewberry LN,Garland,75042,301025,,2.0,2.0
1900,1634 Goodfield Lane,Garland,75042,308274,,2.0,2.0
1901,1634 Goodfield LN,Garland,75042,308274,,2.0,2.0
1902,2001 Westshore Drive,Garland,75043,349000,,4.0,3.0
1903,5825 Marvin Loving,Garland,75043,92000,,1.0,1.0
1904,1450 Prestonwood,Garland,75040,470709,,3.0,3.0
1905,5701 Excalibur Drive,Garland,75044,259900,,3.0,2.0
1906,1302 INCLINE Circle,Garland,75040,334990,,4.0,3.0
1907,2909 Club Meadow Drive,Garland,75043,375000,,4.0,4.0
1908,5115 Whitehaven Drive,Garland,75043,240000,,3.0,3.0
1909,218 Barger Street,Garland,75040,189000,,2.0,1.0
1910,1622 Everett Drive,Garland,75044,447360,,4.0,3.0
1911,4818 Redwood Drive,Garland,75043,159000,,2.0,2.0
1912,5506 Blue Pointe Lane,Garland,75043,386148,,4.0,4.0
1913,5505 Blue Pointe Lane,Garland,75043,328226,,3.0,2.0
1914,5501 Blue Pointe Lane,Garland,75043,367587,,3.0,3.0
1915,3121 Ridge Oak Drive,Garland,75044,339900,,3.0,2.0
1916,3144 Pebblebrook Court,Garland,75044,185000,,3.0,3.0
1917,910 Dairy Road,Garland,75040,267500,,4.0,2.0
1918,5526 Blue Point Lane,Garland,75043,385900,,3.0,2.0
1919,5530 Blue Point Lane,Garland,75043,402900,,3.0,3.0
1920,1030 Holland Drive,Garland,75040,230000,,3.0,2.0
1921,1434 Prestonwood,Garland,75040,457940,,3.0,3.0
1922,2909 Oak Springs Drive,Garland,75044,437500,,4.0,3.0
1923,2701 High Cotton Lane,Garland,75042,474990,,4.0,3.0
1924,1314 INCLINE Circle,Garland,75040,379990,,4.0,3.0
1925,5805 Lake Hubbard Parkway,Garland,75043,89000,,1.0,1.0
1926,5801 Lake Hubbard Parkway,Garland,75043,89500,,1.0,1.0
1927,925 E Daugherty Drive,Garland,75041,125000,,3.0,2.0
1928,318 W Daugherty Drive,Garland,75041,185000,,4.0,2.0
1929,3517 Edgewood Drive,Garland,75042,199900,,3.0,2.0
1930,101 S Purdue Drive,Garland,75042,204000,,3.0,2.0
1931,922 Bard Drive,Garland,75040,226900,,4.0,3.0
1932,1301 INCLINE Circle,Garland,75040,324990,,4.0,3.0
1933,2506 High Cotton Lane,Garland,75042,325990,,2.0,3.0
1934,4405 Avocet Circle,Garland,75043,414703,,3.0,2.0
1935,2409 Hickey Drive,Garland,75043,481445,,4.0,3.0
1936,4509 Gannet Lane,Garland,75043,499639,,4.0,4.0
1937,1718 Cherokee Rose Trail,Garland,75042,499990,,4.0,4.0
1938,4305 Gulls Landing Circle,Garland,75043,566649,,5.0,5.0
1939,5609 Lyons Road,Garland,75043,2490000,,4.0,4.0
1940,739 Valiant CIR,Garland,75043,151900,,3.0,2.0
1941,3001 Ridgedale DR,Garland,75041,260000,,4.0,2.0
1942,7314 Woodsprings DR,Garland,75044,399991,,4.0,3.0
1943,1117 Saturn Springs DR,Garland,75041,205000,,3.0,2.0
1945,1821 E Grauwyler Road,Irving,75061,112500,,2.0,2.0
1946,2321 Meadow Lark Lane,Irving,75060,219000,,3.0,2.0
1947,2402 Pistachio Drive,Irving,75063,630000,,5.0,4.0
1948,1944 N Ruby Road,Irving,75060,195000,,3.0,2.0
1949,2320 Northlake Court,Irving,75038,207000,,2.0,3.0
1950,3221 Parker Street,Irving,75062,229500,,4.0,3.0
1951,3810 Bremerton,Irving,75062,230000,,3.0,2.0
1952,2302 Anderson Street,Irving,75062,234900,,3.0,2.0
1953,3612 Vienna Street,Irving,75038,245000,,3.0,3.0
1954,111 Seva Court,Irving,75061,249999,,3.0,3.0
1955,4125 Astoria Street,Irving,75062,275000,,3.0,2.0
1956,1422 Addington Street,Irving,75062,284950,,4.0,2.0
1957,700 Irongate Circle,Irving,75060,299000,,3.0,3.0
1958,1319 Glenbrook Drive,Irving,75061,325000,,4.0,3.0
1959,3829 Twin Falls Street,Irving,75062,325000,,4.0,2.0
1960,311 Red River Trail,Irving,75063,338777,,3.0,3.0
1961,8616 Augustine Road,Irving,75063,339900,,2.0,3.0
1962,330 Las Colinas Boulevard E,Irving,75039,375000,,2.0,2.0
1963,8904 Crescent Court,Irving,75063,379999,,3.0,2.0
1964,3706 Devonshire Court E,Irving,75062,399900,,4.0,3.0
1965,700 Cedar Elm Court,Irving,75063,465000,,5.0,4.0
1966,2126 Aquilla Court,Irving,75062,475000,,4.0,4.0
1967,1904 Remington Drive,Irving,75063,550000,,3.0,3.0
1968,232 Skystone Drive,Irving,75038,550000,,3.0,3.0
1969,4426 Saint Andrews Boulevard,Irving,75038,569000,,4.0,4.0
1970,400 Sewell Court,Irving,75038,799000,,4.0,4.0
1971,1814 Bradford Street,Irving,75061,205000,,3.0,1.0
1972,2508 W Rochelle Drive,Irving,75062,217000,,3.0,2.0
1973,1612 Rusdell Drive,Irving,75060,255000,,3.0,2.0
1974,1726 Cypress Drive,Irving,75061,269999,,3.0,2.0
1975,559 W Royal Lane,Irving,75039,344000,,2.0,3.0
1976,6843 Deseo,Irving,75039,344900,,3.0,3.0
1977,1026 Pedernales Trail,Irving,75063,349900,,3.0,2.0
1978,309 Sheridan Trail,Irving,75063,349990,,3.0,3.0
1979,5203 Montego Bay Drive,Irving,75038,440000,,4.0,4.0
1980,1621 Shadow LN,Irving,75060,464900,,4.0,4.0
1981,1621 Shadow Lane,Irving,75060,464900,,4.0,4.0
1982,5215 Montego Bay Drive,Irving,75038,470000,,4.0,3.0
1983,8710 Broken Point Drive,Irving,75063,480000,,3.0,4.0
1984,6527 Barcelona,Irving,75039,699000,,4.0,4.0
1985,4557 N O Connor Road,Irving,75062,169900,,2.0,2.0
1986,2621 Marta Drive,Irving,75060,215000,,3.0,2.0
1987,2009 Wilshire Drive,Irving,75061,225000,,2.0,3.0
1988,1576 Angie Lane,Irving,75060,309900,,3.0,2.0
1989,3657 Vienna Street,Irving,75038,309990,,3.0,4.0
1990,545 Via Amalfi,Irving,75039,315000,,2.0,3.0
1991,8124 Crabapple Lane,Irving,75063,399900,,3.0,3.0
1992,3206 Salinas Court,Irving,75062,449900,,5.0,3.0
1993,625 Dalton Lane,Irving,75039,504900,,3.0,4.0
1994,717 Goodyear Street,Irving,75062,244900,,3.0,2.0
1995,1543 Camino Lago,Irving,75039,315999,,2.0,3.0
1996,1209 Saint Monet Drive,Irving,75038,364990,,3.0,3.0
1997,658 Arbol,Irving,75039,379990,,3.0,4.0
1998,3576 Hathaway Court,Irving,75062,475000,,4.0,4.0
1999,212 Frio Drive,Irving,75039,526500,,3.0,3.0
2000,4413 Caesar Lane,Irving,75038,549000,,4.0,3.0
2001,2119 N Hill Drive,Irving,75038,575000,,4.0,3.0
2002,500 Evergreen Oak Circle,Irving,75063,575000,,5.0,5.0
2003,2201 Pistachio Drive,Irving,75063,575000,,5.0,4.0
2004,1549 John Smith Drive,Irving,75061,208000,,3.0,1.0
2005,2500 William Brewster Drive,Irving,75062,209900,,3.0,2.0
2006,4001 Yellowstone Street,Irving,75062,230000,,5.0,2.0
2007,3113 Lark Lane,Irving,75062,260000,,3.0,2.0
2008,1840 Pilgrim Drive,Irving,75061,287500,,3.0,2.0
2009,3031 Stallion Crossing,Irving,75060,299900,,3.0,2.0
2010,2420 Briarcliff Drive,Irving,75062,319900,,3.0,2.0
